Title,Year,Abstract
agroedutourism model improve environmental awareness student elementary school malang raya east java,2016,"This research aimed to build specific agroedutourism model for elementary school students
in Malang Raya. Target of this research were 5th grade students from SDN Ketawanggede 2…"
impact land use change land capability,2018,"This research was conducted with the aim of studying land use change and evaluating the
impact of land conversion on land capability in Tirtomoyo District of Wonogiri Regency. This …"
selection mercury accumulator plant gold mine tailing contaminated soil,2015,"Phytoremediation, which is more efficient with less side effects than conventional physical
and chemical methods, is increasing in popularity as a remediation system. This paper …"
efl student speaking anxiety speaking class survey study english department universitas brawijaya,2019,"… Penelitian ini dilakukan di Departemen Pendidikan Bahasa Inggris Universitas Brawijaya
Malang dengan melibatkan 113 mahasiswa dari semester ketiga yang berasal dari kelas …"
work commitment level employee operating within organization study aiesec member universitas brawijaya,2018,"… Universitas Brawijaya, dan (2) mengetahui upaya yang diimplementasikan oleh AIESEC
Universitas Brawijaya … selfesteem karyawan di AIESEC Universitas Brawijaya. Sementara itu, …"
purple sweet potato east java indonesia revealed macronutrient anthocyanin compound antidepressant activity candidate,2021,"Introduction: The development of new antidepressant is crucial to overcome the remission
rate limitation. Anthocyanin on purple sweet potatoes (PSP) from East Java cultivar previously …"
local wisdom smoked fish processing tourism product situbondo regency,2014,"Marine and fisheries resources in Situbondo Regency were potential to supports seafood
processing, eg traditional smoked processing of mackerel tuna (Euthynnus affinis Cantor) …"
evaluation water quality swamp river border using water quality index,2020,"As a source of minerals, water must be continuously maintained, including in term of its quality.
Meanwhile, swamps are wetlands that have the potential to experience a decline in water …"
urban induced land use land cover change upper deme watershed southwest ethiopia,2021,"Article history: Received 5 June 2021 Accepted 19 July 2021 Published 1 October 2021 The
study was aimed to assess urban induced land use land cover changes in the upper Deme …"
influence water extract black soybean glycine max merr reducing blood glucose level superoxide dismutase sod activity,2014,"Black soybean (Glycine max (L.) Merr.) is a tropical plant and spread widely in South East
Asia including Indonesia. It contains anthocyanins and isoflavones which acts commonly as …"
taxonomic contribution ecotourism development indonesia,2013,"This paper describes about the role of taxonomic in ecotourism development in Indonesia.
Development and management of ecotourism in Indonesia recently are still quite slow and …"
gender based motivation acquiring javanese first year student english study program universitas brawijaya,2015,"… studi Sastra Inggris Universitas Brawijaya dalam pemerolehan … Sastra Inggris Universitas
Brawijaya Pendekatan kuantitatif … pertama sastra Inggris Universitas Brawijaya dengan 7 …"
cyanide adsorption cassava wastewater onto calcined periwinkle shell,2019,"Local cassava processing industries produce large quantities of wastewater containing
cyanide which is toxic in nature with negative impacts on the environment when disposed of …"
Economics Arthur Lewis Fails Economic Development Study Mount Bromo Ngadisari Village Sukapura District Probolinggo Regency,2019,"In this paper, we will examine if the trickle-down effect has ever taken in rural Indonesia.
One of the cases draws attention in economic development study is poverty and income gap …"
economy tourism impact sector lampung province,2016,"Tourism sector has been identified contribute to the economy of Lampung Province. The
study aims to assess the direct and indirect linkage towards economic sectors, analyze the …"
analysis face threatening act fta used main character super nanny reality show,2011,"Strategi kesantunan adalah cara tuturan yang digunakan dalam komunikasi dengan tujuan
agar interaksi antara penutur dan mitra tutur berjalan lancar. Fenomena sosial ini dapat …"
Volunteer Motivation Learning Sign Language Case Study CDSS Universitas Brawijaya,2021,"… Oleh karena itu, penelitian ini bertujuan untuk mengetahui motivasi relawan di Pusat
Studi dan Layanan Disabilitas (PSLD) Universitas Brawijaya dalam belajar bahasa isyarat. …"
influence trichoderma seed treatment growth yield groundnut saline environment,2020,"Agriculture lands in coastal areas face the risk of increasing salinity due to the influence of
sea water. Salinity poses complex problems for plants at all growth stages which are difficult …"
